sentence;cleanliness;food/drinks;location;room amenities;staff;other
Breakfast was good but ate dinner twice in the hotel and the food was not particularly nice.;0;1;0;0;0;0
Expensive for the quality.;0;0;0;0;0;0
The pool was dirty and not cleaned while I was there.;1;0;0;0;0;0
The sink leaked but was not fixed and to delete any phone messages you need to call IT who came and deleted them??? .;0;0;1;1;1;0
The staff were friendly and polite and the room cleaner was excellent.;1;0;0;1;1;0
The rooms are large.;0;0;0;1;0;0
The hotel seems to be old and need an uplift.;0;0;0;0;0;0
The cleanliness was not to my expectations.;0;0;0;0;0;0
Awesome service;0;0;0;0;1;0
I was really impressed with this hotel similar hotels in NYC usually cost double the price.;0;0;0;0;0;1
The front desk staff porter and security guards were top notch.;0;0;0;0;1;0
This will definitely be my new hotel in Lagos no doubt!! !;0;0;0;0;0;0
I never could get an hotel like this in that area of Lagos.;0;0;1;0;0;0
Everything about the hotel was fantabulous including the staff right from the gate man/woman security.;0;0;0;0;1;0
I will visit the hotel anytime I am in Nigeria.;0;0;0;0;0;0
Very good management.;0;0;0;0;0;0
Nice hotel in quiet residential area.;0;0;1;0;0;0
The restaurant offered nice meals.;0;1;0;0;0;0
Service was excellent from all staff.;0;0;0;0;1;0
Nice quiet hotel tucked away in Dolphin Estates.;0;0;0;0;0;1
I would definitely stay again.;0;0;0;0;0;0
Loved my stay.;0;0;0;0;0;0
Very peaceful but I didn’t like the food from room service.;0;1;0;1;1;0
The breakfast was very good.;0;1;0;0;0;0
This was a really good hotel located in a secure street in Lagos.;0;0;0;0;0;0
The Staff were very friendly and helpful and breakfast was good with both local and international options.;0;1;0;0;1;0
it was clean and nicely laid out.;1;0;0;0;0;0
We were on a quick business trip so we didn't get to try out all the facilities but I would definitely recommend it to anyone coming to Lagos.;0;0;0;0;0;0
This was one of the better hotel in Lagos as far as cleanlines and friendlyness of staff.;0;0;0;0;1;0
We enjoyed the hotel so much that we stayed at the hotel twice in one trip simple because it made our stay comfortable.;0;0;0;0;0;0
Staff was friendly greeted with warm welcome.;0;0;0;0;1;0
Standard room was clean comfortable and vibrant.;1;0;0;1;0;0
The room set up is as it is on their website.;0;0;0;1;0;0
What you see is exactly what you get.;0;0;0;0;0;0
Spacious.;0;0;0;0;0;0
Smart TV in room was a plus however could not seem to get the free movies that was offered.;0;0;0;1;0;0
ATM also in hotel for convenience.;0;0;0;0;0;0
Hotel not located near activities you can walk to however a car hire is available also for convenience.;0;0;1;0;0;0
Solid choice of hotel in this area.;0;0;1;0;0;0
Extremely pleasant stay.;0;0;0;0;0;0
A bit out of town but only a short walk.;0;0;1;0;0;0
But more than made up for with a short walk to a cute beach to watch the sunset.;0;0;1;0;0;0
Never judge a book by its cover is so apt here.;0;0;0;0;0;0
What an awesome place with high level of furniture and amenities within the room.;0;0;0;1;0;0
Very kind and helpful staff great place to stay that met all my needs.;0;0;0;0;1;0
A beautiful short walk to the beach through a neat like nature tunnel of vegetation.;0;0;1;0;0;0
Really enjoy this place.;0;0;0;0;0;0
Laguna Beach is a charming place.;0;0;0;0;0;0
This hotel is sort of a let down but offers free convenient parking and relatively reliable wifi and a modest price point.;0;0;0;0;0;1
Great location staff was very nice a quick walk to the beach great shower!;0;0;1;1;1;0
We spent most of our time at a wedding.;0;0;0;0;0;1
It was nice to arrive to a room was fresh and clean.;1;0;0;1;0;0
Older motel from the 50's free breakfast was a misrepresentation - cheap roll in celophane standing coffee pot in a very small lobby.;0;1;0;0;0;0
The room itself however was nice.;0;0;0;1;0;0
Located north of Laguna center by about 1.5 miles.;0;0;0;0;0;0
Parking was a heart stopper due to narrow stalls with vertical steel poles.;0;0;0;0;0;0
Arrived 9 pm walked into the most dirty floors room 1” gap underneath door no bugs or critters yet.;1;0;1;1;0;0
Bad spaces in boards no beach leakage in parking garages.;0;0;0;0;0;0
I could go on but Hotels.com did us right by correcting a very unpleasant situation!;0;0;0;0;0;0
Nice and comfortable hotel with a 3 minute walk to the beach.;0;0;1;0;0;0
Staff was very nice and the rooms are well kept.;0;0;0;1;1;0
The only negative was parking was a little tight.;0;0;0;0;0;0
Great gem in Laguna Beach!;0;0;0;0;0;0
Very pleased with the check in process cleanliness comfort and amenities of the room.;0;0;0;1;0;0
Nice ocean view and short walk to beach.;0;0;1;0;0;0
Provided beach towels  amid hard beach chairs  umbrellas and boogie boards available.;0;0;0;0;0;0
Very happy with our stay.;0;0;0;0;0;0
Great value clean rooms DirectTV complimentary sodas bottle water and quick breakfast Keurig coffe pot at the room and at front desk.;1;1;0;1;0;0
Acces to the beach and fire pit at the yard.;0;0;0;0;0;0
I highly recommend this Hotel.;0;0;0;0;0;0
Great value.;0;0;0;0;0;1
Looks modest from the street.;0;0;0;0;0;0
Ample parking healthy snacks Modern decor.;0;0;0;0;0;1
Great experience.;0;0;0;0;0;0
Close to many food places.;0;1;0;0;0;0
Close to other cool cities.;0;0;0;0;0;0
Room was very comfy with good cable channels!;0;0;0;1;0;0
The beach was in walking dustance as well.;0;0;1;0;0;0
Room was clean with a comfy bed!;1;0;0;1;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was more than satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: Condo was very nice and very comfortable!;0;0;0;0;0;0
Our view from the lanai was amazing!;0;0;0;0;0;0
We saw so many whales!;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was more than happy with the location.;0;0;1;0;0;0
I was more than satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: This is an older property in the heart of Kahana.;0;0;0;0;0;0
It's just 5-10 minutes from Kaanapali and about 15-20 minutes from Lahaina.;0;0;0;0;0;0
The property appears well kept and cared for.;0;0;0;0;0;0
The p;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: Awoke every morning to search the channel for signs of whales from the balcony.;0;0;0;1;0;0
Never disappointed.;0;0;0;0;0;0
Everyone very happy with condo and its location.;0;0;1;0;0;0
Rating Details: The property manager was more than helpful.;0;0;0;0;1;0
The vacation rental was very clean.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: Was great!;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: Enjoyed this property.;0;0;0;0;0;0
Small beach located at end of property another a short walk away plus conveniently close to several other amazing spots.;0;0;1;0;0;0
Comfy beds great view easy access to anyth;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: We enjoy staying there.;0;0;0;0;0;0
This is the third unit we have rented.;0;0;0;0;0;0
It is our least favorite.;0;0;0;0;0;0
It was clean and the office was helpful.;1;0;0;0;0;0
It was lacking in the kitchen area.;0;0;1;1;0;0
It was not as well supp;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: Spectacular view and spacious to accommodate our family of 6!;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was more than satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: Another beautiful condo with breathtaking ocean views!;0;0;0;0;0;0
Fully remodeled...just wished they had a queen/king bed in the front room instead of twin beds.;0;0;0;1;0;0
Also wished there was direct beac;0;0;0;0;0;0
Rating Details: The property manager was more than helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was somewhat unhappy with the location.;0;0;1;0;0;0
I was satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I do not recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: The small beach access was gated off.;0;1;1;1;1;0
We walked 2 blocks to get to the small beach.;0;0;1;0;0;0
The street traffic was very loud in the Master bed.;0;0;0;0;0;0
No privacy in 2nd bedroom.;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was very clean.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: It was the perfect location!;0;0;1;0;0;0
Loved how it was appointed clean and fully equipped!;1;0;0;0;0;0
Only suggestion would be that the owner/manager supply more dishwashing soap and clothes soap packets s;0;0;0;0;1;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: We had a lovely condo B801!;0;0;0;0;0;0
It was nicely redone clean with a great view!;1;0;0;0;0;0
Will return again!;0;0;0;0;0;0
Thanks!;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: Wonderful stay will stay again when we can.;0;0;0;0;0;0
Kiki is the best She is responsive professional and helpful.;0;0;0;0;0;0
Best Rental Manger ever.;0;0;0;0;0;0
I also want to compliment Debbie  Rosie our housekeepers;0;0;0;0;0;0
Rating Details: The property manager was very unhelpful.;0;0;0;0;1;0
The vacation rental was clean.;1;0;0;0;0;0
I was more than happy with the location.;0;0;1;0;0;0
I was more than satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I do not recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: the condo was advertised as a 2 bdrm but one of the bdrm has no door  only sliding wooden doors separating it from the LR  there is no privacy.;0;1;1;1;1;0
The unit is a very 'windy' ;0;0;0;0;0;0
I would give it about 3 stars the bedscouches and chairs were not very comfortable ceiling fan in living room was not workingremote to tv was broke needed a lounge back chair on balcony no fitness room or equipment beach in front fenced off sand bagslittle beach spot nextdoor nice little pool and pool area nice place but would spend more and stay at bigger resort next time;0;0;0;1;0;0
Our family had a great stay in Maui at this condo.;0;0;0;0;0;0
They offered us an early check in.;0;0;0;0;0;1
Easy close walk to pool beach and snorkeling.;0;0;1;0;0;0
Unit was clean comfy and plenty of room for 6 of us.;1;0;0;1;0;0
It also was well equipped with house supplies and beach items.;0;0;0;0;0;0
We would definitely stay here again.;0;0;0;0;0;0
Thank you for the great family memories!;0;0;0;0;0;0
This place was clean and pretty.;1;0;0;0;0;0
You have an amazing view of the ocean and nice patio furniture on the deck that seats many people.;0;0;0;0;0;0
The place has no air conditioning and I wish we hadn't gone in August.;0;0;0;1;0;0
I think it would have been find for a breezier month.;0;0;0;0;0;0
The property is kept in perfect condition and the flowers are just unbelievable.;0;0;0;0;0;0
The pullout bed on the couch cannot be used and needs repair or to be replaced.;0;0;0;0;0;0
Overall this place is a DREAM.;0;0;0;0;0;0
Hard to beat the view the location the furnishings and facilities!;0;0;1;0;0;0
Great ocean breeze through the condo and the sound of waves to relax with.;0;0;0;0;0;0
Very nice sandy beach a rare find in this area.;0;0;1;0;0;0
Excellent condo unit with hard to beat ocean view private beach and abundance of wild life.;0;0;0;0;0;1
Best kept garden and salt water pool in Maui.;0;0;0;0;0;1
Will be back next year.;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: This was a perfect location for our stay on the beautiful island of Maui!;0;0;1;0;0;0
