sentence;cleanliness;food/drinks;location;room amenities;staff;other
My room Was overlooking a rubbish dump which was not a pleasant sight.;-;-;-;negative;-;-
Got a room which didn’t have a working AC or bathtub.;-;-;-;negative;-;-
Had to move rooms.;-;-;-;negative;-;-
Housekeeping staff were slow to requests.;-;-;-;-;negative;-
Floor smelled.;negative;-;-;-;-;-
Great location with happy staffs;-;-;positive;-;positive;-
Best experience so far in a lagos hotel.;-;-;-;-;-;-
Amazing breakfast as well.;-;positive;-;-;-;-
My only problem is their bath tub is too high and was very uncomfortable getting into it as a new mom.;-;-;-;-;-;-
Breakfast was good but ate dinner twice in the hotel and the food was not particularly nice.;-;negative;-;-;-;-
Expensive for the quality.;-;-;-;-;-;-
The pool was dirty and not cleaned while I was there.;negative;-;-;-;-;-
The sink leaked but was not fixed and to delete any phone messages you need to call IT who came and deleted them??? .;-;-;negative;negative;negative;-
The staff were friendly and polite and the room cleaner was excellent.;positive;-;-;positive;positive;-
The rooms are large.;-;-;-;positive;-;-
The hotel seems to be old and need an uplift.;-;-;-;-;-;-
The cleanliness was not to my expectations.;-;-;-;-;-;-
Awesome service;-;-;-;-;positive;-
I was really impressed with this hotel similar hotels in NYC usually cost double the price.;-;-;-;-;-;-
The front desk staff porter and security guards were top notch.;-;-;-;-;positive;-
This will definitely be my new hotel in Lagos no doubt!! !;-;-;-;-;-;-
I never could get an hotel like this in that area of Lagos.;-;-;negative;-;-;-
Everything about the hotel was fantabulous including the staff right from the gate man/woman security.;-;-;-;-;negative;-
I will visit the hotel anytime I am in Nigeria.;-;-;-;-;-;-
Very good management.;-;-;-;-;-;-
Nice hotel in quiet residential area.;-;-;positive;-;-;-
The restaurant offered nice meals.;-;positive;-;-;-;-
Service was excellent from all staff.;-;-;-;-;positive;-
Nice quiet hotel tucked away in Dolphin Estates.;-;-;-;-;-;-
I would definitely stay again.;-;-;-;-;-;-
Loved my stay.;-;-;-;-;-;-
Very peaceful but I didn’t like the food from room service.;-;positive;-;positive;positive;-
The breakfast was very good.;-;positive;-;-;-;-
This was a really good hotel located in a secure street in Lagos.;-;-;-;-;-;-
The Staff were very friendly and helpful and breakfast was good with both local and international options.;-;positive;-;-;positive;-
it was clean and nicely laid out.;positive;-;-;-;-;-
We were on a quick business trip so we didn't get to try out all the facilities but I would definitely recommend it to anyone coming to Lagos.;-;-;-;-;-;-
This was one of the better hotel in Lagos as far as cleanlines and friendlyness of staff.;-;-;-;-;negative;-
We enjoyed the hotel so much that we stayed at the hotel twice in one trip simple because it made our stay comfortable.;-;-;-;-;-;-
Staff was friendly greeted with warm welcome.;-;-;-;-;positive;-
Standard room was clean comfortable and vibrant.;positive;-;-;positive;-;-
The room set up is as it is on their website.;-;-;-;negative;-;-
What you see is exactly what you get.;-;-;-;-;-;-
Spacious.;-;-;-;-;-;-
Smart TV in room was a plus however could not seem to get the free movies that was offered.;-;-;-;positive;-;-
ATM also in hotel for convenience.;-;-;-;-;-;-
Hotel not located near activities you can walk to however a car hire is available also for convenience.;-;-;negative;-;-;-
Solid choice of hotel in this area.;-;-;positive;-;-;-
Extremely pleasant stay.;-;-;-;-;-;-
A bit out of town but only a short walk.;-;-;positive;-;-;-
But more than made up for with a short walk to a cute beach to watch the sunset.;-;-;positive;-;-;-
Never judge a book by its cover is so apt here.;-;-;-;-;-;-
What an awesome place with high level of furniture and amenities within the room.;-;-;-;positive;-;-
Very kind and helpful staff great place to stay that met all my needs.;-;-;-;-;positive;-
A beautiful short walk to the beach through a neat like nature tunnel of vegetation.;-;-;positive;-;-;-
Really enjoy this place.;-;-;-;-;-;-
Laguna Beach is a charming place.;-;-;-;-;-;-
This hotel is sort of a let down but offers free convenient parking and relatively reliable wifi and a modest price point.;-;-;-;-;-;-
Great location staff was very nice a quick walk to the beach great shower!;-;-;positive;positive;positive;-
We spent most of our time at a wedding.;-;-;-;-;-;-
It was nice to arrive to a room was fresh and clean.;positive;-;-;positive;-;-
Older motel from the 50's free breakfast was a misrepresentation - cheap roll in celophane standing coffee pot in a very small lobby.;-;negative;-;-;-;-
The room itself however was nice.;-;-;-;negative;-;-
Located north of Laguna center by about 1.5 miles.;-;-;-;-;-;-
Parking was a heart stopper due to narrow stalls with vertical steel poles.;-;-;-;-;-;-
Arrived 9 pm walked into the most dirty floors room 1” gap underneath door no bugs or critters yet.;negative;-;negative;negative;-;-
Bad spaces in boards no beach leakage in parking garages.;-;-;-;-;-;-
I could go on but Hotels.com did us right by correcting a very unpleasant situation!;-;-;-;-;-;-
Nice and comfortable hotel with a 3 minute walk to the beach.;-;-;-;-;-;-
Staff was very nice and the rooms are well kept.;-;-;-;positive;positive;-
The only negative was parking was a little tight.;-;-;-;-;-;-
Great gem in Laguna Beach!;-;-;-;-;-;-
Very pleased with the check in process cleanliness comfort and amenities of the room.;-;-;-;positive;-;-
Nice ocean view and short walk to beach.;-;-;negative;-;-;-
Provided beach towels  amid hard beach chairs  umbrellas and boogie boards available.;-;-;-;-;-;-
Very happy with our stay.;-;-;-;-;-;-
Great value clean rooms DirectTV complimentary sodas bottle water and quick breakfast Keurig coffe pot at the room and at front desk.;positive;positive;-;positive;-;-
Acces to the beach and fire pit at the yard.;-;-;-;-;-;-
I highly recommend this Hotel.;-;-;-;-;-;-
Great value.;-;-;-;-;-;-
Looks modest from the street.;-;-;-;-;-;-
Ample parking healthy snacks Modern decor.;-;-;-;-;-;-
Great experience.;-;-;-;-;-;-
Close to many food places.;-;positive;-;-;-;-
Close to other cool cities.;-;-;-;-;-;-
Room was very comfy with good cable channels!;-;-;-;positive;-;-
The beach was in walking dustance as well.;-;-;negative;-;-;-
Room was clean with a comfy bed!;positive;-;-;positive;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was more than satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: Condo was very nice and very comfortable!;-;-;-;-;-;-
Our view from the lanai was amazing!;-;-;-;-;-;-
We saw so many whales!;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was more than happy with the location.;-;-;positive;-;-;-
I was more than satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: This is an older property in the heart of Kahana.;-;-;-;-;-;-
It's just 5-10 minutes from Kaanapali and about 15-20 minutes from Lahaina.;-;-;-;-;-;-
The property appears well kept and cared for.;-;-;-;-;-;-
The p;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was very satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: Awoke every morning to search the channel for signs of whales from the balcony.;-;-;-;positive;-;-
Never disappointed.;-;-;-;-;-;-
Everyone very happy with condo and its location.;-;-;positive;-;-;-
Rating Details: The property manager was more than helpful.;-;-;-;-;positive;-
The vacation rental was very clean.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was very satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: Was great!;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was very satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: Enjoyed this property.;-;-;-;-;-;-
Small beach located at end of property another a short walk away plus conveniently close to several other amazing spots.;-;-;positive;-;-;-
Comfy beds great view easy access to anyth;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: We enjoy staying there.;-;-;-;-;-;-
This is the third unit we have rented.;-;-;-;-;-;-
It is our least favorite.;-;-;-;-;-;-
It was clean and the office was helpful.;positive;-;-;-;-;-
It was lacking in the kitchen area.;-;-;negative;negative;-;-
It was not as well supp;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was very satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: Spectacular view and spacious to accommodate our family of 6!;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was more than satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: Another beautiful condo with breathtaking ocean views!;-;-;-;-;-;-
Fully remodeled...just wished they had a queen/king bed in the front room instead of twin beds.;-;-;-;negative;-;-
Also wished there was direct beac;-;-;-;-;-;-
Rating Details: The property manager was more than helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was somewhat unhappy with the location.;-;-;negative;-;-;-
I was satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I do not recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: The small beach access was gated off.;-;negative;negative;negative;negative;-
We walked 2 blocks to get to the small beach.;-;-;negative;-;-;-
The street traffic was very loud in the Master bed.;-;-;-;-;-;-
No privacy in 2nd bedroom.;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was very clean.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was very satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: It was the perfect location!;-;-;positive;-;-;-
Loved how it was appointed clean and fully equipped!;positive;-;-;-;-;-
Only suggestion would be that the owner/manager supply more dishwashing soap and clothes soap packets s;-;-;-;-;negative;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was very satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: We had a lovely condo B801!;-;-;-;-;-;-
It was nicely redone clean with a great view!;positive;-;-;-;-;-
Will return again!;-;-;-;-;-;-
Thanks!;-;-;-;-;-;-
Rating Details: The property manager was very helpful.;-;-;-;-;positive;-
The vacation rental was spotless.;positive;-;-;-;-;-
I was very happy with the location.;-;-;positive;-;-;-
I was very satisfied with the condition of the vacation rental.;-;-;-;-;-;-
Overall I recommend this vacation rental.;-;-;-;-;-;-
Reviewer Comments: Wonderful stay will stay again when we can.;-;-;-;-;-;-
